Customer_ID,Customer_Name,Gender,Age,City,State,Signup_Date
1392,Amit Sharma,Female,46,Chennai,Tamil Nadu,2023-10-05
1393,Priya Verma,Female,45,Delhi,Delhi,2024-11-13
1394,Raj Sharma,Male,52,Ahmedabad,Gujarat,2024-02-25
1395,Priya Singh,Female,25,Ahmedabad,Gujarat,2024-12-01
1396,Neha Kumar,Female,33,Delhi,Delhi,2023-12-19
1397,Sneha Patel,Male,59,Mumbai,Maharashtra,2024-11-26
1398,Arjun Mehta,Female,53,Kolkata,West Bengal,2024-05-29
1399,Riya Das,Male,47,Lucknow,Uttar Pradesh,2024-12-03
1400,Pooja Sharma,Male,35,Jaipur,Rajasthan,2024-09-21
1401,Riya Gupta,Female,19,Chennai,Tamil Nadu,2023-01-19
1402,Amit Verma,Female,30,Delhi,Delhi,2023-01-23
1403,Raj Mehta,Female,21,Pune,Maharashtra,2024-02-17
1404,Arjun Verma,Female,43,Chennai,Tamil Nadu,2023-01-30
1405,Amit Mehta,Female,42,Kolkata,West Bengal,2023-04-18
1406,Sneha Kumar,Female,47,Pune,Maharashtra,2024-01-02
1407,Vikas Mehta,Female,28,Bengaluru,Karnataka,2023-10-08
1408,Riya Das,Male,24,Ahmedabad,Gujarat,2023-05-08
1409,Arjun Singh,Female,48,Bengaluru,Karnataka,2023-08-17
1410,Sneha Gupta,Male,27,Chennai,Tamil Nadu,2023-04-21
1411,Vikas Mehta,Female,56,Kolkata,West Bengal,2023-05-16
1412,Karan Singh,Female,30,,Uttar Pradesh,2023-12-28
1413,Riya Kumar,Male,48,Chennai,Tamil Nadu,2023-07-05
1414,Ananya Mehta,Female,24,Delhi,Delhi,2024-10-17
1415,Sneha Sharma,Female,59,Hyderabad,Telangana,2024-08-06
1416,Riya Das,Male,59,Chennai,Tamil Nadu,2023-05-09
1417,Sneha Gupta,Female,53,Ahmedabad,Gujarat,2023-09-18
1418,Sneha Gupta,Female,37,Ahmedabad,Gujarat,2024-05-29
1419,Rahul Das,Female,21,Chennai,Tamil Nadu,2024-03-24
1420,Neha Verma,Male,24,Pune,Maharashtra,2023-04-14
1421,Karan Gupta,Female,18,Hyderabad,Telangana,2024-04-27
1422,Karan Gupta,Female,59,Delhi,Delhi,2023-08-12
1423,Arjun Das,Female,30,Chennai,Tamil Nadu,2024-05-05
1424,Amit Mehta,Female,39,Pune,Maharashtra,2024-04-17
1425,Pooja Mehta,Male,38,Ahmedabad,Gujarat,2023-01-10
1426,Raj Mehta,Male,39,Ahmedabad,Gujarat,2024-02-09
1427,Karan Singh,Female,45,Kolkata,West Bengal,2023-10-29
1428,Riya Verma,Female,26,Chennai,Tamil Nadu,2023-08-19
1429,Ananya Sharma,Male,43,Hyderabad,Telangana,2024-12-31
1430,Amit Kumar,Male,26,Mumbai,Maharashtra,2023-03-07
1431,Karan Verma,Female,32,Hyderabad,Telangana,2023-04-22
1432,Rahul Sharma,Male,27,Ahmedabad,Gujarat,2023-01-13
1433,Amit Singh,Female,41,Ahmedabad,Gujarat,2024-01-28
1434,Arjun Mehta,Male,59,Bengaluru,Karnataka,2024-05-14
1435,Ananya Verma,Male,25,Ahmedabad,Gujarat,2024-08-20
1436,Karan Patel,Male,41,Delhi,Delhi,2023-08-22
1437,Priya Das,Male,33,Jaipur,Rajasthan,2024-08-24
1438,Vikas Sharma,Female,43,Chennai,Tamil Nadu,2023-11-10
1439,Karan Verma,Male,44,Hyderabad,Telangana,2024-07-19
1440,Riya Verma,Male,54,Jaipur,Rajasthan,2023-01-12
1441,Pooja Gupta,Female,21,Pune,Maharashtra,2023-07-28
1442,Ananya Das,Male,41,Mumbai,Maharashtra,2023-01-14
1443,Raj Sharma,Male,36,Delhi,Delhi,2024-09-24
1444,Sneha Singh,Female,53,Hyderabad,Telangana,2024-02-22
1445,Arjun Das,Male,56,Jaipur,Rajasthan,2024-03-12
1446,Raj Sharma,Female,27,Mumbai,Maharashtra,2024-01-12
1447,Riya Kumar,Female,42,Bengaluru,Karnataka,2023-01-20
1448,Vikas Das,Female,35,Delhi,Delhi,2024-08-09
1449,Amit Patel,Female,36,Delhi,Delhi,2023-03-11
1450,Vikas Mehta,Male,53,Bengaluru,Karnataka,2023-07-30
1451,Vikas Gupta,Female,27,Chennai,Tamil Nadu,2023-04-11
1452,Priya Singh,Male,50,Bengaluru,Karnataka,2024-11-28
1453,Neha Sharma,Male,22,Delhi,Delhi,2023-05-12
1454,Pooja Patel,Male,52,Delhi,Delhi,2024-09-14
1455,Amit Mehta,Male,51,Jaipur,Rajasthan,2024-01-16
1456,Karan Singh,Male,50,Ahmedabad,Gujarat,2023-05-12
1457,Priya Sharma,Male,38,Mumbai,Maharashtra,2023-01-20
1458,Karan Sharma,Male,34,Bengaluru,Karnataka,2024-06-19
1459,Neha Kumar,Male,39,Mumbai,Maharashtra,2023-08-15
1460,Priya Sharma,Male,54,Bengaluru,Karnataka,2023-06-03
1461,Raj Patel,Male,32,Pune,Maharashtra,2024-04-13
1462,Vikas Gupta,Female,52,Delhi,Delhi,2024-02-09
1463,Pooja Verma,Female,45,Ahmedabad,Gujarat,2023-07-21
1464,Arjun Patel,Female,24,Jaipur,Rajasthan,2023-02-07
1465,Pooja Gupta,Male,49,Ahmedabad,Gujarat,2023-07-07
1466,Karan Singh,Female,28,Ahmedabad,Gujarat,2023-02-26
1467,Vikas Mehta,Female,27,Ahmedabad,Gujarat,2023-01-20
1468,Priya Singh,Female,26,Mumbai,Maharashtra,2023-09-30
1469,Sneha Sharma,Male,31,Bengaluru,Karnataka,2023-04-29
1470,Ananya Patel,Male,30,Lucknow,Uttar Pradesh,2024-08-05
1471,Vikas Patel,Male,42,Pune,Maharashtra,2024-05-30
1472,Arjun Sharma,Male,19,Hyderabad,Telangana,2023-08-09
1473,Raj Sharma,Female,52,Ahmedabad,Gujarat,2024-06-09
1474,Karan Verma,Female,24,Chennai,Tamil Nadu,2024-05-29
1475,Pooja Gupta,Female,38,Mumbai,Maharashtra,2024-12-28
1476,Amit Verma,Female,35,Jaipur,Rajasthan,2023-12-02
1477,Priya Singh,Male,20,Hyderabad,Telangana,2024-11-28
1478,Raj Singh,Male,59,Lucknow,Uttar Pradesh,2023-02-24
1479,Karan Verma,Male,56,Chennai,Tamil Nadu,2024-05-14
1480,Riya Sharma,Female,58,Lucknow,Uttar Pradesh,2024-06-19
1481,Karan Singh,Male,28,Hyderabad,Telangana,2023-06-11
1482,Sneha Singh,Male,56,Ahmedabad,Gujarat,2024-10-31
1483,Neha Kumar,Female,41,Chennai,Tamil Nadu,2024-08-16
1484,Rahul Mehta,Female,36,Lucknow,Uttar Pradesh,2023-06-08
1485,Sneha Singh,Male,21,Jaipur,Rajasthan,2023-07-07
1486,Priya Sharma,Male,43,Bengaluru,Karnataka,2023-03-01
1487,Arjun Mehta,Male,55,Delhi,Delhi,2023-11-15
1488,Sneha Gupta,Male,59,Bengaluru,Karnataka,2023-07-30
1489,Priya Patel,Male,49,Hyderabad,Telangana,2024-02-10
1490,Sneha Kumar,Male,56,Mumbai,Maharashtra,2024-10-25
1491,Pooja Verma,Female,53,Delhi,Delhi,2023-04-19
1492,Neha Singh,Female,57,Pune,Maharashtra,2023-03-17
1493,Riya Verma,Female,54,Jaipur,Rajasthan,2024-06-25
1494,Rahul Kumar,Male,50,Pune,Maharashtra,2023-11-10
1495,Rahul Patel,Female,53,Chennai,Tamil Nadu,2023-04-27
1496,Rahul Sharma,Male,20,Delhi,Delhi,2024-12-04
1497,Vikas Sharma,Male,26,,Maharashtra,2023-01-19
1498,Amit Patel,Female,25,Pune,Maharashtra,2024-03-07
1499,Vikas Kumar,Male,50,Lucknow,Uttar Pradesh,2024-11-15
1500,Sneha Kumar,Male,23,Bengaluru,Karnataka,2023-12-16
